count,ax,ay,az,gx,gy,gz
3596,6764,-76,19232,-2037,-21774,6271
3597,-2204,-4576,15560,-1464,-20279,5436
3598,3492,476,18996,-1960,-20484,5300
3599,-1832,-300,18236,-1861,-19249,5507
3600,800,1504,21004,-1284,-19480,6384
3601,1860,-1292,17324,-1373,-18141,6897
3602,-732,836,17392,-1394,-18287,7232
3603,2752,-1376,15668,-1175,-18221,7047
3604,560,988,17860,-1530,-17912,7343
3605,4624,148,16304,-1155,-17837,7216
3606,1848,1064,18764,-991,-18307,7749
3607,-1656,-1212,16276,-622,-18588,7696
3608,3636,-2440,18572,-143,-18247,7255
3609,4352,-3164,18168,-165,-18804,7000
3610,2348,1164,17460,-240,-18116,6719
3611,3772,1768,16556,498,-17515,6018
3612,3348,1020,16664,187,-16920,5348
3613,5228,468,15316,-123,-17445,5666
3614,5680,-756,18772,653,-15544,5577
3615,7512,-1524,20008,700,-16895,6948
3616,4192,-1056,17176,426,-14590,6094
3617,6240,-1428,17192,1269,-12830,5780
3618,6916,-1668,17832,1303,-11722,5478
3619,10680,152,18076,579,-10523,4502
3620,6432,-676,18376,-371,-8499,3292
3621,8260,832,16156,-613,-6128,2779
3622,8324,1132,18336,-1140,-3167,2157
3623,9836,-260,19092,-1519,-989,1602
3624,8568,-868,17568,-1855,1762,55
3625,7888,-356,16800,-2365,3933,-1034
3626,9260,20,16372,-2796,5223,-1520
3627,8948,-156,16876,-2704,5711,-1662
3628,7868,-348,19276,-2197,6345,-2635
3629,6556,-1420,17996,-2035,6591,-2144
3630,6220,-1512,17964,-1752,6551,-1797
3631,6372,-676,18036,-1397,6535,-1547
3632,4708,-912,17552,-1195,6433,-1484
3633,5528,-40,18412,-1375,5883,-1824
3634,5440,-200,18008,-1712,5647,-1998
3635,4244,-108,18148,-1284,5691,-2101
3636,4112,-328,17896,-1470,5190,-2253
3637,4012,-296,18132,-1286,5187,-2512
3638,4868,-500,18444,-1422,5051,-2441
3639,3556,-440,17696,-1645,4887,-2785
3640,4144,-524,18076,-1741,5047,-3143
3641,3612,-308,17896,-1884,5039,-3489
3642,3396,264,17868,-1632,4732,-3539
3643,4524,24,18548,-1566,4744,-3618
3644,4552,-924,18324,-1669,5221,-3830
3645,3700,-960,17916,-1913,5431,-4142
3646,3220,-444,18068,-1938,5668,-4429
3647,1892,-952,17236,-1691,6337,-4817
3648,4780,-724,18396,-1807,6442,-5308
3649,5796,-152,18320,-1781,6321,-5045
3650,5688,-1720,18504,-1539,6445,-4784
3651,2464,-2048,17132,-1747,6516,-5258
3652,556,248,17592,-1616,6975,-5405
3653,724,1056,17812,-1172,8380,-5420
3654,7456,-1812,20264,-1367,8294,-4865
3655,576,2388,16108,-1396,8672,-4970
3656,928,972,19148,-1285,9030,-4411
3657,2484,-884,18284,-768,9111,-4932
3658,2932,-776,18752,-965,9466,-4765
3659,1560,-116,18444,-1330,9942,-4606
3660,3484,-316,19936,-1058,10320,-4310
3661,1824,504,18284,-811,10976,-4664
3662,2780,-920,18836,-625,10828,-4646
3663,3104,-856,19000,-1019,11195,-4494
3664,2020,256,18724,-1058,11271,-4409
3665,2348,-884,19240,-998,12112,-4617
3666,272,-1072,17280,-723,12050,-4579
3667,856,-192,17744,-626,11865,-4707
3668,-548,-340,16732,-673,12132,-5047
3669,3636,-1568,20000,-400,11990,-5127
3670,1976,-672,18732,78,12256,-6106
3671,-44,-2968,19080,-8,11880,-5591
3672,2472,768,18724,-78,12749,-6393
3673,-1644,-1632,17648,20,12190,-6187
3674,-1696,-1444,17448,164,12450,-6309
3675,240,-900,18392,608,12698,-6246
3676,2004,-260,19104,710,14059,-6193
3677,-1664,-272,18124,494,14350,-5298
3678,-6068,-1460,19016,262,14236,-5315
3679,892,1188,17808,1334,14614,-3946
3680,184,-1516,19404,908,15536,-4106
3681,-652,216,16596,604,15721,-3485
3682,-3720,396,18096,510,15792,-3351
3683,-2224,2460,17728,223,17386,-3484
3684,-2180,-856,17740,1655,17554,-3453
3685,-5436,268,17776,1143,16531,-2616
3686,-392,1976,20008,447,17412,-2127
3687,-3500,1308,17880,473,16598,-2017
3688,-3156,-1128,19240,540,15197,-1550
3689,-2496,504,19424,357,13523,-1434
3690,-6344,-56,17468,208,12583,-575
3691,-6508,956,16900,-447,11754,915
3692,-6664,776,17140,-1173,10353,1791
3693,-7600,292,18324,-1682,9494,1736
3694,-8092,-324,17136,-1367,7471,1424
3695,-9572,-364,17764,-1052,5179,575
3696,-7632,284,16660,-875,2930,653
3697,-7352,-1272,16888,-534,2059,1238
3698,-10268,-304,15908,-943,-678,1561
3699,-8188,164,17316,-1354,-2629,1228
3700,-12004,204,16512,-1188,-4611,1521
3701,-10136,820,16860,-1327,-6927,1435
3702,-8620,1288,18048,-1458,-8657,1384
3703,-7756,-240,17672,-1338,-10204,1672
3704,-7276,-296,18336,-1579,-11798,1838
3705,-7772,-172,17292,-1636,-13959,1785
3706,-4084,756,17340,-1957,-15521,1404
3707,-3988,-2652,17764,-1841,-16189,1272
3708,5096,2268,20600,-2169,-16003,1486
3709,-6988,-1268,18880,-2098,-17065,2344
3710,-228,-840,16904,-2521,-16678,3332
3711,-4624,1452,16444,-2583,-16514,3724
3712,-740,380,17988,-2543,-16329,3480
3713,-1728,-784,18152,-2573,-16316,3215
3714,-1516,1100,19616,-3181,-16142,2944
3715,732,-748,16152,-3348,-15684,3270
3716,1552,304,16704,-3132,-15910,3175
3717,-204,1192,19036,-4189,-14669,2686
3718,344,-912,18936,-2934,-15242,2573
3719,-4116,388,22568,-1167,-14315,2168
3720,-5652,1036,21160,67,-15221,1820
3721,4392,-1716,16108,-2215,-13922,2379
3722,668,76,16268,-2190,-14310,2109
3723,1292,-440,18560,-2012,-14637,2354
3724,124,20,18908,-653,-14550,1926
3725,-644,-1812,19612,-874,-15554,1662
3726,2976,-1204,19508,-1521,-14056,1974
3727,824,-208,18308,-1732,-14420,1776
3728,-672,384,17528,-1216,-14211,1934
3729,928,248,17964,-1105,-13567,1838
3730,3620,-708,18952,-907,-12722,1738
3731,3236,-1092,17800,-1118,-11999,1470
3732,3552,-516,17424,-1244,-10983,1021
3733,5260,-824,19176,-1355,-10183,1016
3734,3364,1108,19204,-1381,-10046,673
3735,-1308,1088,16964,-797,-10816,806
3736,2908,100,17700,-312,-10618,848
3737,360,524,16948,-436,-11048,838
3738,-1264,-1868,16464,-777,-10255,1184
3739,3984,-872,19360,-1625,-9887,925
3740,4632,1664,18388,-1616,-9876,694
3741,2712,-1384,15868,-655,-10081,760
3742,4724,696,17052,-1238,-10169,771
3743,8004,2008,20744,-1175,-9174,533
3744,6372,812,20036,-866,-9240,268
3745,4916,-1044,19068,-1249,-8876,248
3746,5192,-812,17860,-880,-7934,785
3747,4844,-1152,19132,-350,-6423,1741
3748,8724,-1192,18188,-1025,-9016,-517
3749,3528,316,14472,-1255,-5540,-625
3750,4928,208,17576,-566,-5936,-490
3751,6220,-460,19544,-1127,-5748,-278
3752,4696,-1856,16812,-816,-3447,-285
3753,5880,-908,17896,-644,-3310,-490
3754,6436,-1020,17172,-897,-1834,-388
3755,7380,-472,17732,-923,-1024,85
3756,7052,-48,17608,-657,-1038,172
3757,6768,-328,17212,-180,-128,315
3758,7216,-4,17680,-439,306,316
3759,8612,-284,16924,-370,597,290
3760,7420,-1144,17288,-105,1921,506
3761,7128,-660,17532,-102,2100,590
3762,6284,-564,17372,-88,2579,748
3763,7516,-872,17476,22,3275,771
3764,7168,-92,17372,-207,3587,988
3765,6388,-512,17444,-332,3878,957
3766,7700,-576,17780,-333,4533,1053
3767,5972,-76,17096,-222,4816,1040
3768,6984,-1100,17872,-110,5308,1065
3769,7684,32,18208,-271,5924,978
3770,6904,232,17580,0,6265,1085
3771,5612,-1300,17416,-121,6728,906
3772,5792,-1324,18544,-157,7294,873
3773,5320,-260,17644,-261,7033,990
3774,5368,-560,17892,-194,7883,1028
3775,5156,-1568,18612,-351,7372,559
3776,5900,260,17124,-535,7841,503
3777,4332,-360,18584,-459,8290,645
3778,7012,-604,19376,-543,8406,970
3779,4752,1252,17000,-769,7841,735
3780,3920,-708,18956,-386,8584,798
3781,4388,16,15928,-623,8353,382
3782,2840,-960,18592,-338,8929,311
3783,3092,984,16784,-688,8971,-114
3784,6012,-1360,19984,-914,9228,-182
3785,4020,-1004,18592,-704,9298,-139
3786,4308,-1860,18432,-669,9248,227
3787,2528,-572,18936,-1000,9552,-347
3788,2968,-776,18812,-1024,9717,-691
3789,5956,-3340,19924,-1237,9713,-410
3790,1260,1848,17532,-1102,10046,-631
3791,1728,1820,17784,-1230,9987,-621
3792,1892,376,18720,-1037,10113,-611
3793,2040,-1792,17384,-1005,10475,-326
3794,1072,-1712,18300,-99,9777,-1213
3795,4064,-1540,19168,-21,9036,-2821
3796,780,32,18052,-506,9632,-3598
3797,900,-2024,16880,87,11686,-2634
3798,316,-3944,17084,-2,10215,-2384
3799,3928,-1048,19444,369,11479,-2942
3800,3600,992,18848,28,11360,-3655
3801,1488,548,17876,-715,10709,-4092
3802,608,-252,17700,-966,10827,-4255
3803,692,-244,18204,-798,10829,-4585
3804,420,-264,19288,-461,10287,-4868
3805,1212,-304,18000,-628,10304,-5280
3806,1300,100,17800,-617,10372,-5656
3807,384,-408,18148,-775,10130,-5565
3808,0,-644,19744,-168,10163,-4858
3809,-540,-744,19084,50,9576,-4280
3810,-296,-172,19028,-187,9170,-3658
3811,-2460,568,17116,-264,8959,-3128
3812,-4008,-72,17264,370,10239,-3785
3813,-832,-564,21040,-556,9188,-3733
3814,-2700,-1048,17616,-308,8682,-3180
3815,-3044,588,18212,154,8947,-2412
3816,-2748,-172,18876,-482,8412,-2052
3817,-2672,-288,17960,-715,8166,-1325
3818,632,-516,20524,22,6486,-1777
3819,-3096,-60,19860,-251,5565,-1916
3820,-4788,-632,18144,-355,5102,-1517
3821,-3384,-88,17872,-628,3433,-1021
3822,-3552,204,19168,-939,3265,-682
3823,-4492,60,18708,-922,2260,-257
3824,-4432,-240,18280,-993,988,13
3825,-3984,-124,18156,-1043,614,236
3826,-4408,-564,18016,-1218,5,227
3827,-4160,-380,17856,-1107,-542,147
3828,-4136,-292,18140,-991,-869,55
3829,-3836,-96,18300,-975,-1315,59
3830,-3640,-176,18396,-993,-1622,70
3831,-3504,-92,18168,-992,-1930,14
3832,-3572,-412,18496,-982,-2076,-94
3833,-3324,-336,18016,-776,-2429,-162
3834,-3224,-508,18460,-769,-2494,-153
3835,-2956,-228,18020,-882,-2692,-170
3836,-2956,-324,18332,-809,-2801,-180
3837,-2828,-292,18384,-847,-3012,-135
3838,-2736,-440,18472,-946,-3171,-52
3839,-2712,-232,18872,-1324,-2974,-124
3840,-2468,-384,18072,-888,-3147,-179
3841,-2380,-220,18828,-989,-3326,-221
3842,-2124,-144,18564,-989,-3173,-377
3843,-1960,-444,18688,-992,-3394,-500
3844,-1916,-400,18044,-844,-3350,-636
3845,-1640,-520,18536,-860,-3354,-733
3846,-296,-316,18948,-1061,-3065,-803
3847,-2336,-52,18280,-1194,-2714,-58
3848,-1564,-180,18028,-998,-2368,281
3849,-1032,-216,19060,-973,-1925,235
3850,-1260,-248,19076,-1080,-1758,311
3851,-1136,-340,18252,-1085,-1592,631
3852,-1264,-172,17956,-1069,-1912,818
3853,-1140,-456,18896,-1052,-2180,1097
3854,-940,-408,18944,-1072,-2348,1423
3855,-1700,-288,19192,-1239,-2375,1556
3856,-1200,-36,18956,-1370,-2756,1931
3857,-752,-220,18628,-1375,-2977,2356
3858,-1088,-116,18520,-1259,-3483,2667
3859,16,60,19212,-1280,-3452,2884
3860,-824,-52,18372,-1105,-3640,3048
3861,-1112,160,17988,-1290,-3871,3268
3862,-308,-388,18780,-1046,-4033,3503
3863,616,-812,18500,-1248,-4561,3756
3864,276,-740,19000,-1221,-3921,3638
3865,-440,-1532,18720,-1180,-4214,4063
3866,-676,-880,18316,-1315,-5082,4298
3867,-1000,120,18528,-1187,-4727,4013
3868,-2332,-452,17264,-1074,-5442,3885
3869,-636,16,18972,-1286,-5328,4247
3870,-436,-800,19780,-1405,-4778,4290
3871,-1316,-784,19080,-1328,-5799,4136
3872,3208,244,19212,-1397,-5691,4403
3873,-1080,-428,17308,-1268,-5425,4221
3874,-756,-1464,18020,-1125,-5574,4250
3875,-1608,-2632,17044,-892,-6009,4515
3876,1168,-372,18532,-990,-5454,4420
3877,2120,-216,18848,-898,-4860,4309
3878,656,-572,18508,-882,-5315,4559
3879,556,-1352,18572,-922,-4844,4751
3880,6256,7272,19800,-729,-4560,5922
3881,5164,1420,19268,-363,-3749,4975
3882,-3692,-5300,14444,-52,-4333,3861
3883,-1048,216,17376,-1433,-3695,3631
3884,1564,-928,19860,-1016,-2821,4057
3885,1344,-468,18144,-901,-2009,3791
3886,3972,1264,18324,-702,-2113,3744
3887,2104,-1528,18868,-559,-1267,3778
3888,1660,-764,18788,-704,-520,3502
3889,1436,-32,18016,-602,-505,3348
3890,852,36,18004,-498,330,3200
3891,2192,-136,18624,-493,759,3035
3892,1712,-376,18788,-582,1155,2726
3893,1368,-612,18924,-754,1748,2152
3894,1192,-692,18200,-823,2546,1863
3895,1420,-656,18468,-610,3033,1295
3896,3864,-612,19708,-661,2307,2025
3897,-996,656,18100,75,2757,2068
3898,2304,-1268,19200,375,2250,2495
3899,-1128,-648,19648,-1866,2600,2032
3900,688,-624,17944,-1394,3044,1819
3901,-2124,-1080,17880,-612,2044,1729
3902,-980,-264,17860,-39,2108,1615
3903,-1340,-672,20320,-881,1967,1118
3904,-660,-328,18548,-1096,1370,659
3905,-1272,-1512,18516,-662,629,41
3906,-2272,256,17116,-848,230,-285
3907,1128,-48,19156,-471,-722,-238
3908,-576,-40,19236,-821,-1455,-120
3909,-1200,264,18744,-821,-1885,-161
3910,-1456,-340,18452,-663,-2089,-138
3911,36,476,19772,-616,-2544,-174
3912,1724,-348,19512,-479,-2559,-210
3913,1192,-932,18400,-717,-2813,-467
3914,2040,-1020,18696,-930,-2943,-615
3915,-636,1236,17748,-1248,-2277,-296
3916,2080,508,18468,-696,-1491,-52
3917,2636,-408,18072,-531,-1920,-46
3918,1400,-220,19248,-740,-544,-215
3919,2472,-1396,18608,-754,-541,-112
3920,2520,-464,18652,-961,-312,-57
3921,1832,-496,18432,-793,482,-112
3922,1944,-52,18876,-730,481,-121
3923,1912,-372,18864,-688,600,-52
3924,1660,-616,18696,-746,1108,-83
3925,1832,-732,18184,-549,944,-108
3926,1704,-556,18680,-711,1244,-96
3927,1540,-812,18716,-788,1357,-48
3928,1396,-340,18812,-955,1332,-21
3929,1176,-120,18752,-838,1386,-64
3930,1232,-268,18580,-635,1248,-93
3931,1020,-460,18632,-632,1110,-55
3932,1072,-544,18868,-798,1041,-60
3933,1680,-808,18900,-895,1092,-82
3934,1108,-540,18596,-921,790,-128
3935,968,-248,18736,-798,717,-42
3936,1136,-180,19192,-821,570,-69
3937,952,-292,18936,-758,395,-74
3938,952,-532,18572,-810,210,-112
3939,1016,-612,18420,-832,102,-104
3940,944,-460,18836,-835,36,-97
3941,1108,-452,18816,-870,-72,-112
3942,1160,-284,18696,-834,-119,-137
3943,1172,-348,18652,-778,-118,-100
3944,1316,-524,18680,-785,-100,-60
3945,1148,-596,18760,-832,-113,-73
3946,1032,-568,18768,-869,-179,-92
3947,1176,-464,18656,-893,-227,-111
3948,1076,-284,18716,-838,-305,-50
3949,1128,-388,18728,-781,-389,-96
3950,1176,-460,18856,-788,-435,-89
3951,1236,-532,18668,-800,-490,-93
3952,1248,-468,18748,-836,-477,-86
3953,1432,-468,18752,-799,-514,-77
3954,1336,-332,18676,-805,-607,-81
3955,1236,-416,18768,-800,-621,-115
3956,1388,-416,18668,-793,-622,-117
3957,1636,-508,18772,-774,-639,-75
3958,1508,-404,18692,-783,-604,-87
3959,1260,-448,18580,-808,-563,-115
3960,1388,-360,18696,-817,-572,-93
3961,1388,-372,18736,-814,-598,-75
3962,1404,-460,18560,-772,-585,-103
3963,1540,-624,18636,-837,-611,-100
3964,1484,-412,18720,-853,-626,-100
3965,1464,-440,18616,-875,-678,-110
3966,1284,-376,18808,-804,-694,-78
3967,1580,-304,18684,-841,-747,-141
3968,1596,-520,18676,-768,-653,-109
3969,1612,-372,18768,-790,-687,-64
3970,1668,-392,18508,-798,-699,-70
3971,1688,-628,18288,-818,-746,-134
3972,2932,-588,18820,-829,-84,-89
3973,2724,-452,18996,-806,503,-131
3974,2720,-340,18632,-834,886,-7
3975,2480,-240,18532,-851,1239,65
3976,2120,-120,18832,-800,1623,-110
3977,2020,-460,18568,-738,1820,-136
3978,1552,-296,18604,-767,1920,18
3979,1260,-176,18532,-674,1841,4
3980,80,-736,18272,-541,1710,19
3981,1636,-492,18204,-754,1232,-188
3982,564,-1108,18680,-719,1364,-158
3983,856,-380,19076,-984,1023,-38
3984,824,-176,18632,-1029,439,-49
3985,432,-72,18408,-783,316,-126
3986,596,-152,18904,-667,-125,-109
3987,276,-700,19012,-665,-695,-58
3988,-28,-576,18488,-903,-1138,-58
3989,312,-668,18712,-1014,-1671,-122
3990,80,-92,19144,-934,-2360,-111
3991,260,-220,18984,-892,-3026,-101
3992,264,-156,18680,-966,-3802,-115
3993,384,-740,18428,-745,-4442,-117
3994,464,-768,18480,-711,-5166,-87
3995,1012,-512,18756,-908,-5765,-151
3996,928,-512,18648,-926,-6304,-118
3997,1132,-232,18744,-937,-6884,-136
3998,1372,-268,18604,-880,-7487,-120
3999,1656,-444,18624,-825,-7994,-128
4000,2012,-528,18604,-880,-8500,-137
4001,2400,-512,18456,-926,-8910,-169
4002,3276,-464,18504,-864,-8782,-144
4003,3828,-884,18160,-766,-8589,-120
4004,4700,-152,18336,-870,-8144,-133
4005,4684,-684,18308,-836,-7658,-60
4006,4732,-628,17972,-829,-7235,-113
4007,4800,-548,18208,-921,-6603,-152
4008,5292,-468,18232,-915,-5950,-143
4009,4400,260,18176,-938,-5443,-89
4010,4952,-472,18164,-839,-5154,-104
4011,5392,-500,18196,-849,-4526,-183
4012,5328,-500,18276,-862,-4268,-118
4013,5344,-704,18028,-822,-3920,-34
4014,5040,-672,17864,-905,-3393,-131
4015,5760,-932,18032,-912,-3243,-143
4016,5344,-148,18300,-867,-2871,-61
4017,5728,-500,17972,-875,-2510,-95
4018,5828,-868,17724,-906,-2018,-160
4019,5160,-316,18040,-938,-1567,-181
4020,5884,-332,18100,-911,-950,-167
4021,6056,-328,18120,-830,-203,-69
4022,6444,-344,17804,-802,319,-114
4023,5964,456,18692,-864,1249,-249
4024,6448,-2028,17268,-915,1438,-220
4025,6864,-1152,17644,-416,2578,33
4026,7128,-272,18100,-811,3558,-126
4027,6416,-436,17512,-1012,4720,-50
4028,6796,-148,17920,-914,5845,-28
4029,6304,-152,17616,-711,6697,-113
4030,6224,-620,19188,-379,7321,-87
4031,5672,-972,18336,-561,8056,-12
4032,5656,-884,17376,-897,8938,-36
4033,5276,-324,17008,-994,9699,-55
4034,5016,-136,17832,-751,10414,-12
4035,4624,-180,18760,-446,11000,-22
4036,4324,-428,18392,-564,11511,-10
4037,4072,-856,17612,-749,11920,-29
4038,3544,-576,18336,-750,12609,-25
4039,3336,-560,18496,-611,12625,6
4040,2948,-356,18392,-660,13019,25
4041,2448,-196,18128,-787,13392,-22
4042,1924,-232,17908,-819,13659,-50
4043,1756,-492,18456,-474,13731,-3
4044,1088,-532,18924,-562,13688,26
4045,340,-684,18412,-680,13255,-31
4046,324,-452,18500,-766,13194,-56
4047,-88,-92,18472,-693,12896,-22
4048,-168,-660,18480,-602,12537,14
4049,-708,-420,18380,-578,12487,-28
4050,-892,-584,18420,-623,12423,-12
4051,-1072,-424,18340,-687,12243,92
4052,-1228,-440,18488,-804,11962,192
4053,-1576,-116,18552,-794,11742,271
4054,-2032,-216,18308,-724,11508,383
4055,-2108,-156,18320,-607,11197,571
4056,-2668,-552,18424,-719,11337,630
4057,-2956,576,18376,-945,11079,733
4058,-940,-776,19564,-954,10081,556
4059,-4016,136,18332,-651,9696,-66
4060,-4000,-792,17932,-520,9327,-20
4061,-3392,-436,17848,-696,8552,116
4062,-3780,-372,18320,-910,8288,-16
4063,-4176,-608,18108,-804,8045,-109
4064,-3812,-240,18248,-625,7499,-130
4065,-3968,-136,18196,-595,7399,-83
4066,-4492,-400,17996,-681,6915,9
4067,-4316,-244,18300,-830,6524,-26
4068,-4612,-288,18016,-736,5957,-85
4069,-4756,-412,17860,-759,5608,-50
4070,-4860,-364,18040,-812,5141,-46
4071,-4996,-408,18020,-771,4775,-40
4072,-5068,-264,17876,-797,4350,-42
4073,-5252,-492,17804,-785,3914,3
4074,-6064,-184,17896,-807,3210,-15
4075,-6324,-312,18016,-870,2299,-37
4076,-6268,-176,17808,-791,1330,-85
4077,-6224,-356,17788,-731,413,-83
4078,-6148,-336,17712,-774,-447,-120
4079,-5960,-468,17496,-800,-1200,-149
4080,-5632,-408,18208,-818,-1791,-107
4081,-5644,-268,17732,-873,-2606,-77
4082,-5556,-248,17912,-901,-3173,-109
4083,-5492,-108,17660,-827,-3835,-151
4084,-5444,-392,17996,-745,-4487,-155
4085,-5112,-416,18012,-748,-5044,-145
4086,-4984,-576,17832,-878,-5652,-109
4087,-4892,-556,17668,-978,-6170,-105
4088,-4912,-412,17956,-1048,-6742,-131
4089,-4852,-156,18428,-986,-7458,-116
4090,-4724,-176,18152,-866,-8227,-129
4091,-4728,-404,18088,-832,-8959,-130
4092,-4160,-508,18084,-805,-9660,-109
4093,-3820,-564,18304,-941,-10233,-123
4094,-3684,-240,18560,-996,-10914,-154
4095,-3152,-244,18172,-978,-11341,-87
4096,-2812,-536,18224,-875,-11707,-107
4097,-2396,-56,18340,-818,-11964,-210
4098,-2476,-624,18768,-899,-12279,-196
4099,-1504,-364,18460,-899,-12549,-163
4100,-1700,284,18320,-924,-13291,-225
4101,-872,-604,18524,-922,-12827,-214
4102,-220,-208,18524,-910,-12933,-190
4103,452,-172,18636,-1072,-12821,-135
4104,388,28,18700,-979,-12739,-171
4105,812,20,18544,-823,-12521,-197
4106,1692,-352,18552,-870,-12311,-151
4107,2036,-704,18280,-855,-11817,-163
4108,2952,-20,18580,-1066,-10986,-246
4109,2836,-616,18560,-955,-10444,-330
4110,3288,-252,18468,-1036,-9795,-411
4111,3752,-92,18472,-1067,-8958,-572
4112,3800,-216,18308,-872,-8275,-716
4113,3776,8,18556,-823,-7659,-889
4114,4068,-20,18012,-931,-7216,-1083
4115,1428,-616,16684,-1076,-6013,-581
4116,3820,-1380,18152,-768,-4936,26
4117,4748,-864,18280,-770,-4706,-43
4118,3428,-356,18092,-825,-3641,-267
4119,4268,-768,18224,-854,-3173,-114
4120,4524,-152,18596,-987,-2632,-99
4121,4284,-928,18072,-702,-1705,-107
4122,4720,-336,18368,-759,-1185,-177
4123,4292,380,18372,-953,-403,-183
4124,4592,-136,18696,-919,615,-124
4125,5028,-684,18176,-627,1280,-101
4126,4628,-608,18032,-575,2082,-99
4127,4544,-664,18392,-678,2961,-56
4128,4372,-536,18376,-852,3505,-103
4129,4156,-580,18220,-881,4170,-85
4130,3720,-284,18396,-736,4869,-84
4131,3684,-308,18520,-682,5308,-63
4132,3300,-344,18400,-694,5636,-50
4133,3244,-572,18300,-665,5903,-57
4134,2784,-332,18804,-645,6219,-30
4135,2508,-364,18172,-782,6253,-44
4136,2320,-172,18404,-748,6506,-85
4137,2184,-376,18776,-871,6512,-88
4138,1896,-504,18336,-713,6523,-29
4139,1936,-372,18452,-660,6741,-83
4140,2028,-464,18420,-700,6806,-76
4141,1764,-464,18768,-811,6868,-106
4142,1520,-436,18356,-859,7040,-61
4143,1168,-248,18500,-741,7099,-79
4144,1460,-324,18740,-706,7297,-65
4145,1276,44,18700,-761,7462,-97
4146,1124,-140,18892,-801,7546,-111
4147,976,-468,18480,-711,7651,-84
4148,944,-348,18628,-671,7756,-119
4149,444,-600,18372,-663,7807,-65
4150,376,-288,18892,-729,8023,-63
4151,-56,-316,18584,-701,7923,-19
4152,120,-4,18608,-651,7952,8
4153,-576,-800,18300,-611,7942,38
4154,-308,-36,18704,-752,7856,83
4155,-1604,244,19236,-842,7720,125
4156,-676,-344,18568,-891,7696,161
4157,-1020,-100,18584,-839,7372,188
4158,-1720,-436,18408,-680,7057,162
4159,-2452,-612,18572,-633,6508,165
4160,-2252,-488,18604,-750,5918,213
4161,-2636,-296,18528,-876,5383,260
4162,-3328,-120,18424,-938,4701,261
4163,-3460,-508,18424,-830,3986,254
4164,-2760,-308,18440,-763,2737,-120
4165,-2804,-412,18716,-763,2413,-93
4166,-2440,-580,18508,-834,1802,-125
4167,-2744,-352,18256,-801,1138,-40
4168,-2464,-124,19056,-725,985,-41
4169,-2624,-440,18624,-749,359,-78
4170,-2184,-1044,18276,-728,-110,-59
4171,-2536,-1308,18060,-825,-355,-32
4172,-3280,424,18772,-952,-644,-118
4173,-2204,-808,18324,-847,-859,-107
4174,-2332,880,18804,-643,-1457,-128
4175,-3720,-60,18456,-753,-1923,-89
4176,-3704,-1580,17728,-697,-2804,-65
4177,-2116,-1176,18892,-940,-2386,-101
4178,-3052,1060,18580,-1104,-3157,-94
4179,-2172,-104,19384,-1127,-3163,-56
4180,-420,-84,19124,-691,-3279,-128
4181,492,-488,17760,-644,-1942,-157
4182,1116,-28,18204,-916,-721,-167
4183,428,616,18020,-1040,271,-202
4184,-1268,-336,18572,-638,821,-106
4185,-1608,-744,19772,-334,593,-28
4186,-2300,-820,19104,-587,408,-73
4187,-2312,-376,18904,-965,-152,-172
4188,-3304,-296,18328,-1177,-754,-238
4189,-2476,-412,18928,-796,-1512,-275
4190,-2616,-628,18036,-469,-2564,-186
4191,-2504,-36,18456,-700,-3231,-145
4192,-2044,-360,18268,-931,-3524,-275
4193,-2172,-144,18528,-885,-4155,-430
4194,-1608,136,19120,-630,-4736,-567
4195,-1488,-324,18616,-669,-4875,-358
4196,-896,-984,18268,-706,-5417,-124
4197,-1096,-736,18460,-1065,-5456,-23
4198,-716,-692,18288,-919,-5708,12
4199,-456,28,18904,-963,-5807,101
4200,-648,-228,18696,-914,-5930,245
4201,-596,128,18912,-959,-6069,313
4202,-652,-128,18616,-933,-6248,343
4203,-272,-340,18204,-920,-6348,193
4204,12,-580,18172,-832,-6727,188
4205,264,-376,18996,-850,-6634,228
4206,888,-416,19060,-820,-6847,361
4207,1168,-596,19200,-918,-6696,321
4208,508,-948,18532,-760,-6500,421
4209,1236,-440,18832,-930,-6150,589
4210,1404,-840,18892,-981,-5742,883
4211,1048,-760,18836,-987,-5350,1291
4212,964,-592,19076,-932,-5046,1537
4213,1124,-740,18892,-890,-4669,1797
4214,572,-772,18596,-905,-4356,2200
4215,1052,-1024,18644,-876,-4047,2790
4216,884,32,18904,-972,-3610,3318
4217,1268,-16,19048,-915,-3022,3721
4218,1652,-428,18012,-705,-2093,4176
4219,1872,-120,17928,163,-947,4753
4220,-140,664,18080,371,78,5937
4221,1636,0,18012,833,1107,7136
4222,932,-688,18128,439,1963,8378
4223,1596,-616,18120,-25,3265,9292
4224,1000,-332,17812,-54,4171,9546
4225,1488,-128,18464,-4,4504,9466
4226,2300,528,17972,75,4689,9046
4227,2236,396,18808,-143,4428,8145
4228,1712,676,18104,-281,4221,6459
4229,1528,388,19616,-278,3340,4352
4230,2232,820,19132,-85,1539,2010
4231,2436,-992,19640,-415,669,-69
4232,3216,-1060,20184,-777,-565,-1970
4233,1628,-928,19784,-755,-2539,-3532
4234,784,-2700,18288,-982,-4049,-4385
4235,1236,336,19112,-1561,-4275,-5297
4236,4108,-176,19448,-2096,-2526,-6512
4237,128,1260,18144,-1488,-636,-6881
4238,-368,-692,16840,-866,205,-7224
4239,1076,-1040,16796,-1003,590,-7667
